Recipient APHP_F1 APHP_F10 APHP_F2 APHP_F3 APHP_F4 APHP_F5 APHP_F6 APHP_F7 APHP_F8 APHP_F9 APHP_M1 APHP_M10 APHP_M2 APHP_M3 APHP_M5 APHP_M6 APHP_M7 APHP_M8 APHP_M9 APLP_F1 APLP_F10 APLP_F2 APLP_F3 APLP_F4 APLP_F5 APLP_F6 APLP_F7 APLP_F8 APLP_M1 APLP_M10 APLP_M2 APLP_M3 APLP_M4 APLP_M5 APLP_M6 APLP_M7 APLP_M8 APLP_M9 GH1 GH10 GH11 GH12 GH13 GH14 GH15 GH17 GH18 GH19 GH2 GH20 GH3 GH4 GH5 GH6 GH7 GH8 GH9 GL1 GL10 GL11 GL12 GL13 GL14 GL15 GL16 GL17 GL18 GL19 GL2 GL20 GL5 GL6 GL7 GL8 GL9 LMD_F11 LMD_F12 LMD_F13 LMD_F14 LMD_F15 LMD_F16 LMD_F17 LMD_F19 LMD_F20 LMD_F21 LMD_M08 LMD_M09 LMD_M1 LMD_M10 LMD_M2 LMD_M3 LMD_M4 LMD_M5 LMD_M6 LMD_M7 LO1 LO10 LO11 LO12 LO13 LO15 LO16 LO17 LO18 LO19 LO2 LO20 LO21 LO22 LO3 LO4 LO5 LO6 LO7 LT_F16 LT_F18 LT_F19 LT_F23 LT_F24 LT_M1 LT_M11 LT_M12 LT_M14 LT_M15 LT_M5 LT_M8 UMD_F09 UMD_F10 UMD_F11 UMD_F12 UMD_F13 UMD_F14 UMD_F15 UMD_F16 UMD_M1 UMD_M2 UMD_M3 UMD_M4 UMD_M5 UMD_M6 UMD_M7 UMD_M8 UQ1 UQ10 UQ11 UQ12 UQ13 UQ14 UQ15 UQ16 UQ17 UQ18 UQ19 UQ2 UQ20 UQ3 UQ4 UQ5 UQ6 UQ7 UQ8 UQ9 UT_F11 UT_F14 UT_F15 UT_F16 UT_F18 UT_F19 UT_F21 UT_M10 UT_M2 UT_M3 UT_M4 UT_M7 UT_M8 UT_M9
APHP_M1 8.53796 8.977349 8.847673 8.70014 8.176762 8.734961 8.356739 8.484488 8.47916 8.866088 0 8.444222 7.898288 9.006056 8.734864 7.911655 8.53673 9.287046 8.184707 8.632296 8.52729 8.7842 8.753464 8.988985 8.158286 9.11452 9.079183 8.416777 8.518407 8.537502 8.916549 8.7774 9.003081 9.133179 8.763838 8.870288 8.952908 8.072811 6.017036 6.123767 5.901841 6.028454 5.84326 5.990528 5.794167 5.907922 5.642375 6.194785 5.847578 6.068743 6.292125 6.013013 6.058946 5.937437 6.102778 5.865147 5.631896 5.276766 5.235265 5.242279 5.000722 5.47098 5.54011 5.248355 5.244549 5.253268 4.968258 5.281165 5.251614 5.231988 5.240513 5.486615 4.992859 5.219439 5.235986 3.503815 3.520017 3.530035 3.500556 3.519593 3.558745 3.531133 3.555204 3.649837 3.508278 3.512803 3.522276 3.510029 3.522295 3.505833 3.533689 3.598784 3.513952 3.549548 3.537296 4.216731 4.373909 4.615027 4.56812 4.460803 4.175343 4.105181 4.243113 4.555618 4.247306 4.495738 4.246056 4.191425 4.152429 4.853265 4.394241 4.218928 4.50477 4.210884 5.584545 5.594041 5.629128 5.60964 5.545321 5.611424 5.619895 5.684504 5.657937 5.636838 5.649526 5.619587 3.53652 3.53856 3.580168 3.576899 3.551228 3.552483 3.532665 3.563871 3.545758 3.566317 3.574685 3.540123 3.541501 3.52651 3.535196 3.545993 3.908231 4.001113 3.984287 4.004553 4.159933 3.964156 3.930466 4.055536 4.044848 4.02109 4.218045 3.970792 4.093785 4.075153 3.996768 4.039368 4.0045 4.022361 3.991602 4.000252 5.310048 5.312469 5.310375 5.309046 5.317306 5.301301 5.265827 5.312517 5.315411 5.337637 5.319173 5.304405 5.330037 5.324803
APHP_M10 9.343608 8.906901 8.992907 8.699685 7.976325 9.291809 8.021561 8.867901 8.438044 8.621986 8.478571 0 8.391426 8.522565 8.706242 8.496789 9.147504 9.055686 8.64628 9.492182 9.639463 9.064861 9.426655 10.048185 9.012217 9.642011 9.267218 9.822548 9.758359 9.401953 9.521478 9.882797 9.697602 9.737202 9.988503 9.33267 9.420503 8.329284 5.692052 5.606892 5.66583 5.494037 5.736414 5.791289 5.567108 5.645114 5.642233 5.904793 5.602911 5.70475 5.706031 5.553851 5.566083 5.850781 5.770858 5.556025 5.405174 5.010262 4.978582 4.997067 4.911955 5.024405 5.029775 4.996129 4.979764 4.972619 4.933519 4.971127 4.970407 4.956582 4.980049 5.035182 4.910282 4.989273 4.968266 3.526075 3.527174 3.543664 3.527767 3.547733 3.632167 3.542237 3.545744 3.642311 3.530705 3.532798 3.569137 3.540465 3.522266 3.53875 3.561355 3.594173 3.532204 3.567755 3.547763 4.324274 4.392534 4.560556 4.498437 4.531561 4.261373 4.172929 4.377943 4.55936 4.275237 4.488399 4.332489 4.167684 4.229743 4.707573 4.365725 4.331904 4.50581 4.235728 5.304066 5.238532 5.280299 5.256769 5.198059 5.227018 5.21235 5.22351 5.305029 5.300394 5.323207 5.276916 3.584607 3.587509 3.661277 3.625679 3.608157 3.612212 3.62738 3.599225 3.580675 3.592702 3.648759 3.597722 3.614911 3.57658 3.611238 3.603397 4.022978 4.05877 4.078114 4.098878 4.181704 4.061267 4.034694 4.127865 4.087682 4.149941 4.221875 4.055156 4.17059 4.148808 4.074989 4.125871 3.971157 4.129082 4.082741 4.021088 4.92755 4.936028 4.938015 4.931398 4.95852 4.937358 4.943798 4.933853 4.943642 4.938827 4.937277 4.931665 4.932356 4.93688
APHP_M2 8.339671 7.868423 8.124586 8.01623 7.873961 8.702305 7.584991 8.618829 7.679651 7.92948 7.885762 8.418227 0 7.861831 8.529097 7.938046 8.008967 8.147625 7.447361 8.677825 8.700701 8.687553 8.960757 9.074128 8.774219 8.752373 8.990886 9.07066 9.233995 8.773627 8.879631 9.44582 9.068983 9.048773 9.259473 8.893297 8.565607 8.079016 5.661525 5.652885 5.658935 5.559219 5.628 5.648766 5.667992 5.583179 5.630661 5.710111 5.645773 5.748568 5.632938 5.604262 5.53689 5.76657 5.846724 5.491865 5.552752 5.025408 5.028459 5.049467 5.048818 4.999592 4.998409 5.017501 5.022791 5.018829 5.062663 5.018009 5.056008 5.031156 5.074952 4.992235 5.052973 5.041745 5.079552 3.752449 3.757562 3.788398 3.739255 3.758642 3.885363 3.76409 3.806652 3.911992 3.739292 3.762257 3.803186 3.775876 3.754621 3.743063 3.781869 3.861558 3.741256 3.803279 3.801807 4.558206 4.674601 4.804212 4.705109 4.629217 4.519928 4.476187 4.585281 4.701361 4.544602 4.778534 4.522081 4.396194 4.529984 4.953957 4.666486 4.536565 4.689655 4.484362 5.434649 5.418194 5.437709 5.488531 5.355168 5.412913 5.383537 5.392193 5.41187 5.394529 5.468726 5.480955 3.822362 3.81329 3.856781 3.836218 3.833499 3.82562 3.805498 3.834568 3.839329 3.827447 3.857496 3.81631 3.808416 3.807756 3.824814 3.838236 4.296388 4.427383 4.357297 4.338429 4.479582 4.365083 4.314014 4.36929 4.440007 4.394393 4.521531 4.332342 4.372347 4.39534 4.390999 4.436823 4.300388 4.432606 4.383913 4.410268 5.06625 5.084689 5.071109 5.088249 5.08106 5.081585 5.062355 5.084517 5.084672 5.101779 5.085414 5.075736 5.080872 5.088186
APHP_M3 8.464651 8.589739 8.406268 8.742662 7.983729 8.578074 8.328395 8.383945 8.16633 8.744015 9.159031 8.570386 7.929582 0 8.530613 7.850958 8.350207 8.9915 7.906389 8.69657 8.541262 8.831079 9.104807 8.933331 8.326535 8.912201 8.928655 9.010361 8.800287 8.457225 8.71203 9.382903 9.314776 9.439163 9.046421 8.868977 9.101547 8.110727 6.012801 6.012899 5.761305 5.877074 5.909659 5.978143 5.805573 5.894813 5.635647 6.063938 5.835961 6.00365 5.843579 5.883871 5.914622 5.98564 5.886618 5.797762 5.469215 5.247969 5.236891 5.247978 5.039375 5.424335 5.430839 5.272282 5.236213 5.237763 5.052051 5.241041 5.267309 5.24585 5.258266 5.458983 5.066674 5.258131 5.242757 3.519935 3.472391 3.482116 3.474269 3.4864 3.58781 3.522771 3.547571 3.645481 3.496595 3.518947 3.491046 3.499763 3.498543 3.500284 3.507941 3.592938 3.484999 3.613354 3.47951 4.285597 4.378322 4.639434 4.628615 4.471848 4.257634 4.11396 4.362681 4.607029 4.264905 4.630429 4.234131 4.167092 4.159536 4.839104 4.404247 4.2765 4.461116 4.224829 5.653912 5.588267 5.633686 5.658301 5.587743 5.665932 5.636902 5.687417 5.635404 5.664508 5.73562 5.653398 3.545384 3.582182 3.588915 3.579108 3.574471 3.570089 3.613991 3.564332 3.547341 3.611058 3.608411 3.554278 3.561207 3.56164 3.570486 3.548693 3.959817 4.031729 4.056123 4.067118 4.158519 4.091364 4.009992 4.046124 4.013225 4.101174 4.26936 4.026889 4.106576 4.068669 4.023881 4.084757 3.965125 4.080656 4.03168 4.053255 5.287335 5.319712 5.289134 5.300106 5.302972 5.282084 5.297901 5.285244 5.288754 5.292757 5.297563 5.320083 5.305202 5.308981
APHP_M5 8.976634 8.429081 8.807712 9.011974 8.140178 9.039068 8.549051 9.362748 8.245274 8.77373 8.776978 8.617861 8.450743 8.508738 0 8.472799 8.589768 8.809811 8.264388 8.999749 8.72002 8.899063 9.6308 9.395046 8.699796 8.946243 9.40226 9.023418 8.97905 8.635556 9.024996 9.960658 9.508813 9.600222 9.43587 9.480553 9.144471 8.189261 5.590393 5.553016 5.724947 5.463205 5.703322 5.734342 5.525689 5.54389 5.636252 5.810837 5.623614 5.682604 5.657624 5.556436 5.592129 5.724396 5.701946 5.491003 5.424844 5.001724 5.014361 5.035398 4.976306 5.022801 5.061616 5.009173 5.031916 4.997493 4.992958 4.99387 5.037899 5.037252 5.026541 5.030683 4.996003 5.004458 5.028233 3.651105 3.647427 3.695991 3.648971 3.642119 3.725808 3.639263 3.724011 3.836229 3.635687 3.658417 3.646789 3.687511 3.651073 3.617885 3.64046 3.795183 3.675008 3.664555 3.647012 4.32144 4.542307 4.620705 4.48225 4.518454 4.41188 4.217788 4.451819 4.557775 4.358731 4.672991 4.414793 4.265532 4.357621 4.756767 4.514675 4.360678 4.451385 4.347416 5.28637 5.242885 5.310984 5.314061 5.234462 5.235363 5.255994 5.243005 5.315709 5.266694 5.368313 5.327787 3.643751 3.688739 3.706061 3.695448 3.685398 3.685081 3.652237 3.704144 3.707719 3.696897 3.714784 3.654564 3.695284 3.662947 3.67314 3.720379 4.085257 4.153016 4.150148 4.223735 4.269469 4.121759 4.100312 4.18395 4.163709 4.232213 4.373963 4.122765 4.184222 4.232696 4.174229 4.288523 4.071537 4.207857 4.153809 4.186182 4.979128 4.977897 4.974406 4.972983 4.976922 4.976672 4.979186 4.976894 4.987793 4.976907 4.982279 4.973847 4.980792 4.9887
APHP_M6 8.818969 8.147181 8.330436 8.33298 7.678696 8.778133 8.113501 8.514875 8.805502 8.442599 8.016647 8.503411 8.019453 7.893881 8.550029 0 8.54705 8.256489 8.302795 8.971333 8.436964 8.756776 9.077156 9.049093 8.725576 8.875858 9.053446 8.737666 8.778828 8.304317 9.217676 9.317057 9.266558 9.417961 9.255264 9.164435 9.004508 8.368148 5.585528 5.614222 5.743841 5.493537 5.642714 5.593692 5.687491 5.637614 5.845381 5.830129 5.626219 5.682206 5.616874 5.556849 5.560754 5.703889 5.917543 5.491487 5.658231 5.087992 5.051178 5.072499 5.137673 4.98344 4.98195 5.042019 5.057572 5.06139 5.133759 5.071067 5.04811 5.075722 5.062449 4.984634 5.115456 5.029835 5.063409 3.700882 3.668389 3.677273 3.673874 3.698479 3.76009 3.733537 3.71901 3.81889 3.693196 3.698176 3.684981 3.674226 3.691388 3.700413 3.690757 3.762454 3.669966 3.734316 3.688956 4.438795 4.682045 4.600344 4.503769 4.664878 4.401131 4.340647 4.514015 4.616775 4.491499 4.744505 4.496703 4.314608 4.397148 4.722353 4.541755 4.484285 4.629744 4.481679 5.417867 5.360712 5.407899 5.397387 5.353924 5.352298 5.36585 5.380255 5.388069 5.42068 5.420009 5.410302 3.721123 3.75412 3.777641 3.771343 3.723237 3.71143 3.788188 3.792137 3.744167 3.745196 3.812387 3.709595 3.764597 3.726883 3.752865 3.771949 4.153868 4.225116 4.202962 4.248514 4.358558 4.196839 4.222724 4.265812 4.240871 4.296264 4.383586 4.203389 4.286483 4.27786 4.259601 4.285996 4.128928 4.339281 4.241458 4.20387 5.165532 5.145296 5.142825 5.155676 5.142225 5.158374 5.155017 5.154941 5.157532 5.160341 5.149093 5.135368 5.155818 5.14136
APHP_M7 9.678056 9.697788 8.26862 8.756868 7.599488 9.682248 8.24493 8.297893 8.662347 8.864598 8.492461 9.061605 7.978979 8.243044 8.564563 8.36735 0 8.488046 8.776043 9.066237 9.203296 9.286104 9.728301 9.935332 8.329762 9.957041 9.338657 9.969446 9.547372 9.417069 10.03036 9.81236 10.006043 10.034337 9.769077 9.204342 9.474817 8.672201 5.389515 5.407579 5.513378 5.183769 5.587042 5.505573 5.21229 5.325185 5.367116 5.6299 5.277619 5.335838 5.363554 5.344663 5.353863 5.549169 5.517365 5.255028 5.086922 4.628705 4.653636 4.662454 4.567258 4.67848 4.711888 4.663867 4.637248 4.648081 4.603806 4.649844 4.631006 4.630854 4.632763 4.700011 4.601254 4.651758 4.620658 3.653056 3.65406 3.661933 3.636484 3.643287 3.751633 3.649212 3.705282 3.805192 3.618805 3.654627 3.674681 3.651982 3.681876 3.635583 3.68023 3.749553 3.621922 3.679675 3.639907 4.517339 4.621761 4.662847 4.663563 4.605636 4.508626 4.374691 4.480987 4.636651 4.477191 4.734263 4.472794 4.413551 4.455105 4.800224 4.562872 4.524218 4.55955 4.449751 5.241383 5.152899 5.284634 5.216995 5.138703 5.161596 5.16046 5.17586 5.20448 5.279941 5.223659 5.239429 3.706751 3.718906 3.784402 3.744544 3.698926 3.716977 3.708706 3.702245 3.694459 3.735675 3.758797 3.712713 3.714066 3.729417 3.751504 3.713749 4.362536 4.40311 4.363812 4.338538 4.465776 4.376768 4.267721 4.407987 4.40747 4.532671 4.501844 4.396708 4.3966 4.513397 4.392656 4.363308 4.38365 4.340411 4.387284 4.395442 4.870395 4.862584 4.871592 4.86655 4.865065 4.865514 4.860354 4.878881 4.863238 4.86663 4.872796 4.859037 4.877368 4.862827
APHP_M8 8.870191 9.224072 8.740929 8.75805 8.138586 9.293421 8.529258 8.280681 8.32097 8.303939 9.312428 9.097726 8.141803 8.863401 8.854491 8.129497 8.545896 0 8.273952 9.062801 8.82606 8.787272 9.02142 9.658944 8.441899 9.46692 8.878093 9.225583 9.413421 9.15862 9.244503 9.601369 9.24275 9.392567 9.366851 9.10225 8.618743 8.498171 5.75571 5.820625 5.827158 5.656169 5.955255 5.905327 5.746596 5.750668 5.654776 5.982076 5.797775 5.912684 5.897685 5.720153 5.754619 5.960859 5.850296 5.685146 5.508952 5.202651 5.205559 5.207699 5.108943 5.246739 5.229506 5.204282 5.184127 5.195034 5.128358 5.191136 5.234566 5.186376 5.226249 5.254518 5.132781 5.187479 5.206217 3.501953 3.49665 3.533504 3.50046 3.511714 3.571371 3.507646 3.556422 3.621403 3.516386 3.494252 3.52676 3.522998 3.511173 3.503328 3.504754 3.577691 3.489525 3.508353 3.514069 4.176394 4.349919 4.465181 4.375237 4.366636 4.235803 4.088174 4.204615 4.479508 4.168666 4.417673 4.168546 4.094213 4.118477 4.692691 4.33999 4.152177 4.358357 4.19648 5.595545 5.517115 5.510787 5.523744 5.450741 5.555854 5.593532 5.503263 5.515066 5.587164 5.598704 5.47692 3.518797 3.560475 3.569035 3.571544 3.550594 3.5431 3.557214 3.542042 3.561751 3.539907 3.580553 3.518458 3.593414 3.547718 3.533958 3.586229 3.934603 3.981316 3.99877 3.996095 4.14838 3.977232 3.929233 4.021124 4.017984 3.990454 4.199375 3.931534 4.055618 4.034389 4.017103 4.064941 3.934624 4.058776 4.041952 4.040579 5.165953 5.197114 5.15976 5.195703 5.169356 5.180861 5.183329 5.167441 5.184442 5.187202 5.170869 5.19221 5.178576 5.177492
APHP_M9 8.581949 8.625419 8.010513 8.174516 7.39239 9.207249 7.968969 8.238741 8.43211 8.577371 8.278464 8.662121 7.431487 7.88724 8.287442 8.196016 8.873943 8.236472 0 8.974405 8.468574 8.909154 9.070014 8.852702 8.239828 9.225182 9.114174 8.807893 8.816297 8.933069 9.163068 9.073411 9.340219 9.46565 9.252925 9.446023 9.26054 8.156286 5.205344 5.285698 5.57327 5.163091 5.432362 5.511235 5.33301 5.341724 5.44878 5.64514 5.345684 5.346047 5.318515 5.420738 5.286539 5.493764 5.582862 5.231752 5.27613 4.754633 4.725762 4.724914 4.756715 4.702069 4.688223 4.731658 4.731632 4.723057 4.762145 4.726289 4.738133 4.734806 4.734909 4.68895 4.764278 4.726876 4.732945 4.049522 4.027215 4.057112 4.021368 4.032809 4.098353 4.046285 4.063165 4.145915 4.052615 4.029867 4.015079 4.037267 4.014639 4.019826 4.014166 4.11462 4.014892 4.00867 4.012766 4.634217 4.741424 4.706977 4.652993 4.759383 4.580242 4.441782 4.550315 4.670451 4.581777 4.720906 4.545474 4.494617 4.541523 4.812239 4.710199 4.655054 4.677623 4.601927 5.082117 5.054978 5.033251 5.056386 4.998751 5.037331 5.081923 5.055204 5.146527 5.08885 5.112529 5.074504 4.065846 4.060959 4.087117 4.11508 4.064484 4.069792 4.112489 4.132471 4.082749 4.117433 4.146745 4.05229 4.095443 4.06636 4.090614 4.102647 4.441641 4.656057 4.431654 4.533297 4.535474 4.520824 4.453876 4.601932 4.529598 4.557083 4.664991 4.526262 4.623806 4.583848 4.524712 4.600086 4.463303 4.514735 4.476985 4.672541 4.801725 4.816382 4.79784 4.81603 4.796728 4.799523 4.809662 4.804935 4.806823 4.815639 4.795697 4.818199 4.813907 4.801617
APLP_F1 9.447385 8.316112 8.239758 8.321281 7.495076 9.599932 7.998035 9.304614 7.698074 8.393792 8.066797 8.896212 8.09304 8.098053 8.501341 8.361017 8.554639 8.481913 8.393341 0 11.096039 10.478132 11.598872 12.04516 11.033752 11.560826 11.774962 11.707605 11.686018 11.233507 11.353856 12.337089 11.964735 12.307699 11.833053 11.466767 11.425476 10.021631 5.737563 6.066086 5.735714 5.760562 6.063417 6.090674 5.836268 5.874041 5.623089 6.056227 5.896765 6.030776 6.132785 6.010539 5.942705 6.156567 5.968666 5.886408 5.614647 5.381762 5.401077 5.388616 5.27197 5.4798 5.465997 5.386571 5.367901 5.383347 5.299229 5.43418 5.442081 5.34956 5.427079 5.45232 5.306131 5.404745 5.429315 3.100772 3.081632 3.103542 3.065361 3.080566 3.143784 3.111782 3.121994 3.179501 3.093959 3.101397 3.092322 3.091858 3.093856 3.086072 3.103487 3.170793 3.081644 3.112698 3.094737 3.590838 3.679234 3.930386 3.861343 3.839044 3.666333 3.526889 3.700423 3.996487 3.621955 3.88833 3.610274 3.568737 3.581215 4.143613 3.78317 3.641201 3.80421 3.673387 5.219572 5.167136 5.185467 5.176863 5.130683 5.192897 5.199378 5.163567 5.172901 5.15651 5.285695 5.146173 3.100621 3.103287 3.144068 3.125845 3.099075 3.115673 3.137457 3.116044 3.108554 3.16428 3.136227 3.111152 3.110032 3.102799 3.115963 3.108228 3.394808 3.423891 3.445952 3.504618 3.58517 3.406078 3.401918 3.457908 3.440969 3.5096 3.639631 3.388683 3.518703 3.472004 3.465558 3.503995 3.443267 3.525461 3.450231 3.448196 4.916204 4.937717 4.921274 4.946253 4.950296 4.920685 4.94296 4.917222 4.922877 4.914929 4.921942 4.928197 4.928419 4.917682
APLP_F10 9.433071 8.10612 7.954756 8.073174 7.43925 9.711645 7.734389 8.988786 7.338171 8.141277 7.8814 9.066268 8.101945 7.953412 8.187672 7.869594 8.679235 8.261091 7.87726 10.94891 0 10.895316 11.324401 11.693697 10.859471 10.940753 11.877421 12.068395 11.764008 11.160955 10.848425 12.421257 11.763701 11.895865 12.027244 10.904427 10.603985 10.285233 5.847849 6.088676 6.05971 5.770532 6.176497 6.009944 5.790088 5.911586 5.825995 6.066006 5.888197 5.961191 5.998197 5.893874 5.933399 6.03974 5.788474 5.874738 5.7808 5.127302 5.133161 5.124302 5.051954 5.199082 5.174948 5.152847 5.140553 5.129677 5.071428 5.161856 5.124894 5.133756 5.167682 5.191747 5.062815 5.111226 5.174742 3.229241 3.175206 3.17234 3.166876 3.182715 3.247815 3.232827 3.200702 3.269758 3.196141 3.214986 3.193374 3.192228 3.260037 3.213594 3.25952 3.249453 3.191462 3.236486 3.196839 3.75365 3.838293 3.988411 3.987153 3.976951 3.74047 3.587331 3.809823 4.082625 3.768029 4.032419 3.754868 3.667675 3.657863 4.171855 3.871974 3.72134 3.938913 3.803105 5.296438 5.242291 5.230304 5.294608 5.238497 5.271379 5.22814 5.24692 5.233447 5.267295 5.261883 5.251857 3.180604 3.21063 3.231084 3.230811 3.221696 3.209046 3.228243 3.21907 3.207465 3.227659 3.244009 3.200735 3.227356 3.190123 3.191744 3.199594 3.570438 3.561175 3.562698 3.612667 3.65938 3.569459 3.565474 3.577052 3.581879 3.591532 3.7582 3.569181 3.620301 3.645112 3.596274 3.652762 3.560304 3.65391 3.593853 3.580824 5.018715 5.012434 5.013289 5.017075 5.019628 5.02225 5.021325 5.01551 5.024236 5.022709 5.019092 5.003947 5.02045 5.017184
APLP_F2 8.826662 8.338033 7.8542 7.910852 7.612154 8.72239 7.765545 8.933666 7.881511 7.995121 7.974193 8.290064 7.700661 7.872174 8.196225 7.836262 8.504474 7.929177 7.997934 9.790092 10.236524 0 11.507832 10.667821 10.18154 11.106544 11.176143 11.070227 10.491446 10.451152 10.762079 11.751858 11.758816 11.188701 11.489992 10.840768 11.173249 10.075024 6.118103 6.141073 5.881178 6.118333 6.153119 6.185781 6.031346 6.204221 5.879092 6.119768 5.936176 6.117254 6.138907 6.196391 6.236631 6.114453 6.144621 6.108412 5.893093 5.478156 5.451615 5.473127 5.323052 5.638413 5.607694 5.475238 5.494234 5.475167 5.303521 5.465927 5.47181 5.440998 5.470746 5.622465 5.332994 5.463322 5.468891 3.197694 3.183209 3.221951 3.17634 3.189502 3.268445 3.200979 3.255103 3.296006 3.188275 3.199548 3.201588 3.211779 3.202694 3.197385 3.212995 3.276356 3.189529 3.209619 3.194015 3.694922 3.804168 4.11558 4.032222 3.926071 3.770139 3.624094 3.817623 4.133174 3.743047 4.0358 3.774662 3.640629 3.663397 4.350042 3.868736 3.683507 3.870902 3.779235 5.314067 5.308776 5.292179 5.303126 5.301213 5.324745 5.28348 5.312896 5.327283 5.297496 5.295532 5.308784 3.221663 3.238983 3.283862 3.2428 3.229551 3.230281 3.256925 3.218456 3.235373 3.288211 3.246136 3.226445 3.234881 3.205576 3.256948 3.269061 3.511765 3.533638 3.593068 3.606732 3.63564 3.541405 3.527979 3.563265 3.593511 3.610888 3.707556 3.531266 3.611226 3.632521 3.610536 3.639593 3.531705 3.626413 3.609335 3.607001 5.104296 5.103559 5.096121 5.117925 5.100498 5.105486 5.116131 5.103048 5.109975 5.107229 5.09235 5.091543 5.099594 5.104127
APLP_F3 9.010693 8.039557 7.840359 7.844186 7.409964 8.923867 7.853451 9.060026 7.933626 8.352221 7.883629 8.579039 7.772856 8.065324 8.76386 8.149798 8.773578 8.067642 8.164191 10.529886 10.611066 11.599929 0 11.347345 11.059836 10.817434 11.029735 11.283076 10.929761 10.197289 10.461937 11.848366 11.818705 11.788422 12.325619 11.98738 11.531137 10.234207 5.935888 6.243706 5.965992 5.901357 6.02184 6.084868 5.911826 6.051155 6.050203 6.055069 5.868344 6.108471 6.170974 5.990684 6.18275 6.216499 6.041088 5.982769 5.963965 5.304797 5.307885 5.337178 5.281021 5.352414 5.326352 5.278168 5.308792 5.308391 5.29377 5.313253 5.28963 5.270539 5.292459 5.310465 5.249156 5.344031 5.357289 3.201993 3.207678 3.234036 3.220211 3.204211 3.308642 3.205192 3.248133 3.312317 3.209544 3.200763 3.225414 3.248844 3.21469 3.197519 3.225221 3.297856 3.221934 3.21919 3.213345 3.702822 3.815883 4.036268 3.897995 3.973978 3.760492 3.638749 3.800753 4.041933 3.755476 3.988499 3.754251 3.701722 3.696588 4.199002 3.92762 3.759033 3.930612 3.784384 5.142409 5.08568 5.135069 5.120451 5.119435 5.119023 5.110276 5.132148 5.175238 5.124213 5.201034 5.177758 3.241375 3.247765 3.282383 3.296261 3.28734 3.273082 3.280714 3.248568 3.222551 3.289429 3.31759 3.251019 3.259054 3.268467 3.274567 3.24488 3.499688 3.605304 3.589514 3.645273 3.674565 3.558667 3.514646 3.606705 3.556828 3.610185 3.699853 3.543103 3.620917 3.641622 3.595877 3.636634 3.527166 3.638666 3.582953 3.59062 4.905627 4.900827 4.907471 4.900285 4.901505 4.90374 4.911982 4.903243 4.908693 4.902694 4.897508 4.901363 4.908682 4.904013
APLP_F4 9.995397 9.06324 8.230837 8.571987 7.513538 10.230846 8.156619 9.14151 8.006272 8.471494 8.170388 9.339691 8.309506 8.144105 8.661304 8.264219 9.346992 8.948476 8.151461 11.613557 11.320162 11.097638 11.979184 0 10.818961 12.068939 11.272642 12.332599 12.139709 11.85417 11.498518 12.071986 12.204926 11.907671 11.899781 11.812982 11.241059 10.281898 5.383536 5.501664 5.445782 5.289864 5.591944 5.441183 5.374922 5.41927 5.388254 5.480114 5.350148 5.498048 5.439338 5.384428 5.596143 5.522749 5.568655 5.26106 5.278725 4.892895 4.87431 4.916407 4.844438 4.910807 4.916836 4.878131 4.899792 4.882142 4.872411 4.878444 4.924225 4.878279 4.881207 4.963624 4.837971 4.881736 4.867489 3.245561 3.231622 3.260342 3.230962 3.221281 3.313605 3.259428 3.273015 3.358607 3.236743 3.259279 3.258794 3.236126 3.228599 3.220496 3.249192 3.311752 3.217871 3.286068 3.224451 3.752326 3.855817 3.987274 3.906198 3.937106 3.831561 3.732404 3.847214 4.031635 3.805374 3.966816 3.799846 3.727556 3.717952 4.164813 3.924335 3.79575 3.977293 3.799768 5.206347 5.117015 5.166941 5.134156 5.10204 5.177727 5.228898 5.155078 5.173263 5.205596 5.196726 5.152977 3.285243 3.299887 3.351187 3.316165 3.295796 3.312348 3.309813 3.255076 3.263201 3.336597 3.331286 3.316691 3.28508 3.339733 3.304437 3.275722 3.625809 3.588453 3.656482 3.636849 3.734547 3.61041 3.615212 3.640774 3.65804 3.638312 3.734757 3.634015 3.722823 3.693039 3.671656 3.704066 3.60914 3.673185 3.612654 3.631104 4.880517 4.903306 4.886793 4.905537 4.878633 4.880739 4.887916 4.895527 4.887491 4.892497 4.882682 4.893752 4.887198 4.884021
