Recipient APHP_F1 APHP_F10 APHP_F2 APHP_F3 APHP_F4 APHP_F5 APHP_F6 APHP_F7 APHP_F8 APHP_F9 APHP_M1 APHP_M10 APHP_M2 APHP_M3 APHP_M5 APHP_M6 APHP_M7 APHP_M8 APHP_M9 APLP_F1 APLP_F10 APLP_F2 APLP_F3 APLP_F4 APLP_F5 APLP_F6 APLP_F7 APLP_F8 APLP_M1 APLP_M10 APLP_M2 APLP_M3 APLP_M4 APLP_M5 APLP_M6 APLP_M7 APLP_M8 APLP_M9 GH1 GH10 GH11 GH12 GH13 GH14 GH15 GH17 GH18 GH19 GH2 GH20 GH3 GH4 GH5 GH6 GH7 GH8 GH9 GL1 GL10 GL11 GL12 GL13 GL14 GL15 GL16 GL17 GL18 GL19 GL2 GL20 GL5 GL6 GL7 GL8 GL9 LMD_F11 LMD_F12 LMD_F13 LMD_F14 LMD_F15 LMD_F16 LMD_F17 LMD_F19 LMD_F20 LMD_F21 LMD_M08 LMD_M09 LMD_M1 LMD_M10 LMD_M2 LMD_M3 LMD_M4 LMD_M5 LMD_M6 LMD_M7 LO1 LO10 LO11 LO12 LO13 LO15 LO16 LO17 LO18 LO19 LO2 LO20 LO21 LO22 LO3 LO4 LO5 LO6 LO7 LT_F16 LT_F18 LT_F19 LT_F23 LT_F24 LT_M1 LT_M11 LT_M12 LT_M14 LT_M15 LT_M5 LT_M8 UMD_F09 UMD_F10 UMD_F11 UMD_F12 UMD_F13 UMD_F14 UMD_F15 UMD_F16 UMD_M1 UMD_M2 UMD_M3 UMD_M4 UMD_M5 UMD_M6 UMD_M7 UMD_M8 UQ1 UQ10 UQ11 UQ12 UQ13 UQ14 UQ15 UQ16 UQ17 UQ18 UQ19 UQ2 UQ20 UQ3 UQ4 UQ5 UQ6 UQ7 UQ8 UQ9 UT_F11 UT_F14 UT_F15 UT_F16 UT_F18 UT_F19 UT_F21 UT_M10 UT_M2 UT_M3 UT_M4 UT_M7 UT_M8 UT_M9
LO10 4.444794 4.503961 4.456827 4.447088 4.729571 4.177045 4.369413 4.279044 4.507639 4.525405 4.328507 4.305407 4.552502 4.296375 4.460942 4.565879 4.553415 4.280605 4.660962 3.798949 3.921867 3.906093 3.950887 3.958582 4.093148 3.959962 3.790444 3.772466 3.885187 3.977503 3.950281 3.82816 3.838303 3.860428 3.871259 3.929152 3.965137 4.062091 3.830427 3.876845 4.060832 3.739027 3.930402 3.98256 4.001581 3.907104 4.05068 3.961295 3.933986 3.858183 3.774424 3.777642 3.777677 4.083746 3.991197 3.783722 3.973239 3.539679 3.553589 3.543206 3.643186 3.455219 3.461557 3.554057 3.546473 3.524371 3.631412 3.547193 3.549327 3.548455 3.53292 3.468001 3.664149 3.54246 3.543543 6.328196 6.259278 6.35652 6.294673 6.20906 6.672735 6.344243 6.58659 6.760614 6.286761 6.331401 6.362437 6.318015 6.323767 6.251521 6.336105 6.662721 6.293191 6.381337 6.299778 11.459609 0 8.888379 10.046138 10.602335 9.176183 10.88062 9.065381 8.393536 10.322223 10.139016 9.176733 9.721967 10.468388 10.330265 9.686065 11.684416 11.925649 9.839532 3.625897 3.595757 3.603583 3.603055 3.566618 3.609175 3.614072 3.620975 3.691794 3.665641 3.630935 3.612763 6.492363 6.746606 6.564455 6.475049 6.598396 6.459523 6.592179 6.624476 6.571708 6.601412 6.60405 6.552363 6.505922 6.538773 6.605138 6.540266 8.176614 8.017852 8.027009 7.676809 8.095741 7.765928 7.882176 8.341332 8.029048 8.044986 7.879984 8.474307 7.988898 7.74495 7.548306 7.732953 7.639251 7.711873 7.507109 7.769963 3.392482 3.385716 3.397165 3.389795 3.389472 3.393677 3.407973 3.400849 3.396253 3.401478 3.388264 3.391035 3.39794 3.394849
LO11 4.516002 4.5714 4.703566 4.525449 4.960226 4.265851 4.399697 4.505849 4.522331 4.766231 4.547789 4.454624 4.679211 4.53524 4.521702 4.47833 4.580402 4.38912 4.611669 4.031241 4.047523 4.206903 4.14722 4.068457 4.150464 4.072938 4.137519 3.874626 4.045385 4.092522 4.058405 4.049285 4.004533 3.95925 3.986313 4.140623 4.174424 4.164101 4.247588 4.161599 4.20162 4.167154 4.10145 4.244932 4.177396 4.208686 4.119122 4.301148 4.194009 4.192428 4.109383 4.143587 4.145176 4.282642 4.205669 4.124829 4.083159 3.835696 3.845728 3.835155 3.770661 3.922195 3.898771 3.833263 3.838475 3.837214 3.772578 3.844263 3.833474 3.834381 3.844498 3.893594 3.775176 3.830996 3.837814 5.830651 5.753104 5.823624 5.7658 5.74387 5.971485 5.791674 5.963439 6.08272 5.69743 5.769341 5.769889 5.766773 5.822855 5.850791 5.856226 6.029863 5.790174 5.80719 5.786887 10.501116 9.053232 0 10.296247 9.902659 8.332747 9.594067 8.436705 9.799823 9.399543 8.513691 8.590406 8.914242 9.460166 35.698849 8.788024 10.150897 9.420923 7.621771 3.905274 3.887903 3.949717 3.921248 3.917155 3.899384 3.914126 3.929429 4.014059 3.963104 3.939428 3.885462 5.919015 6.081139 5.99602 6.030077 5.877789 6.049491 5.965732 5.988798 5.940678 5.941411 6.082005 5.856957 5.883907 5.955551 5.971726 5.919173 7.293811 7.139484 7.004914 7.008345 7.270978 7.098524 7.322506 7.530912 7.328462 7.282634 7.065989 7.473465 7.254202 7.279995 6.956538 7.150594 7.042814 7.000402 6.987612 7.008508 3.757463 3.749646 3.779094 3.772484 3.760546 3.751335 3.760465 3.776742 3.761889 3.784445 3.787786 3.780538 3.784118 3.78521
LO12 4.524257 4.45978 4.540592 4.396246 4.851507 4.150531 4.265297 4.364136 4.421243 4.620344 4.47759 4.386143 4.551318 4.501949 4.387123 4.36744 4.558605 4.288515 4.536788 3.929781 4.019797 4.096241 3.992676 3.962156 4.03407 3.953521 4.072563 3.81124 3.868992 3.960256 3.934048 3.954701 3.946972 3.877639 3.88984 4.006854 4.080542 4.053828 4.13963 4.065936 4.080041 4.052212 3.986593 4.080727 4.052914 4.062348 3.966101 4.203138 4.074421 4.088302 3.971508 4.025205 4.069927 4.173182 4.079007 4.032864 3.924689 3.699888 3.710311 3.724477 3.619458 3.773257 3.782327 3.739746 3.679682 3.727626 3.632778 3.708082 3.728092 3.703764 3.743554 3.770812 3.640401 3.706115 3.730399 6.19644 6.12702 6.201339 6.172097 6.171679 6.373272 6.173128 6.304074 6.456199 6.119067 6.105273 6.156758 6.22283 6.284068 6.169296 6.223897 6.388604 6.190556 6.142343 6.203278 12.241379 10.089446 10.129769 0 10.494875 8.594106 10.445752 8.843944 9.990877 9.976122 9.181513 8.959191 9.741381 10.343347 11.701242 9.404113 11.385946 11.048096 7.888303 3.781131 3.76517 3.793324 3.769757 3.719042 3.735179 3.768984 3.768917 3.860825 3.803086 3.772622 3.77597 6.401343 6.567321 6.400034 6.331017 6.374232 6.244988 6.35256 6.362808 6.506291 6.507695 6.439967 6.239066 6.281774 6.421599 6.341452 6.329185 7.911285 7.654175 7.509503 7.287527 7.925721 7.632172 7.797509 8.333203 7.823172 7.755932 7.754882 8.250133 7.929677 7.535603 7.331848 7.490494 7.545527 7.444129 7.181945 7.524152 3.610399 3.601976 3.617078 3.61292 3.611717 3.602525 3.611449 3.613201 3.616085 3.604701 3.611078 3.605642 3.615663 3.615415
LO13 4.547829 4.528171 4.445635 4.426623 4.646546 4.212298 4.364881 4.379847 4.604526 4.536732 4.37812 4.431381 4.497963 4.364147 4.425388 4.525799 4.50047 4.281075 4.659324 3.926964 4.045722 4.008916 4.063971 4.012694 4.200465 3.986538 3.84119 3.831312 3.916146 3.977779 3.957149 3.892894 3.891832 3.934765 3.958953 3.978065 4.029331 4.13976 3.899061 3.831111 4.120956 3.762515 3.946734 4.003539 4.029609 3.931402 4.116573 3.976514 3.934796 3.88732 3.841131 3.798971 3.803687 4.076518 4.08055 3.825044 4.016573 3.645386 3.666703 3.648924 3.759718 3.604837 3.612017 3.670228 3.643003 3.648532 3.759878 3.683119 3.678173 3.642547 3.660235 3.545254 3.782222 3.650796 3.67098 6.179049 6.251055 6.259506 6.175617 6.139231 6.551132 6.267775 6.530384 6.650058 6.167673 6.151774 6.205203 6.254077 6.285919 6.20966 6.338422 6.485532 6.286561 6.263679 6.275537 11.864831 10.258789 9.478357 10.028016 0 8.974281 12.008725 8.938401 8.415708 10.158955 9.621585 8.638474 9.916032 10.420867 10.969972 9.823947 11.649439 12.080582 8.080041 3.681613 3.648775 3.700113 3.68414 3.654269 3.64896 3.688633 3.698123 3.763199 3.686375 3.677963 3.669019 6.494905 6.77924 6.535275 6.445204 6.412575 6.484199 6.49233 6.563109 6.498022 6.47793 6.579925 6.429419 6.635358 6.548248 6.58548 6.356876 8.153811 7.701064 7.398334 7.299033 7.964537 7.573802 7.935398 8.160987 7.987894 7.731314 7.723931 8.357682 7.921365 7.732223 7.362896 7.431195 7.491885 7.471663 7.337066 7.405586 3.518123 3.516874 3.521868 3.517712 3.575382 3.514526 3.52632 3.51661 3.514893 3.522376 3.528716 3.523671 3.523232 3.526591
LO15 4.325258 4.351653 4.300915 4.288735 4.443907 4.104725 4.275185 4.212807 4.349718 4.416867 4.144691 4.209878 4.440951 4.209143 4.382544 4.333276 4.463543 4.196019 4.532505 3.784671 3.827924 3.882789 3.89902 3.948888 4.064189 3.867887 3.698682 3.71789 3.838286 3.869123 3.868748 3.767712 3.812234 3.81593 3.800662 3.851144 3.969983 4.046837 3.75023 3.71683 3.996019 3.687368 3.804752 3.868072 3.900903 3.813388 3.982999 3.888754 3.896698 3.773255 3.746312 3.733352 3.716312 3.99137 3.936724 3.711572 3.92253 3.52278 3.53087 3.530065 3.64492 3.424864 3.427323 3.540455 3.526484 3.528442 3.64227 3.51816 3.542937 3.523707 3.540132 3.440502 3.667351 3.535279 3.537438 6.603973 6.534516 6.463139 6.463239 6.451484 6.939754 6.665667 6.631268 6.897395 6.441949 6.491499 6.530299 6.576331 6.554126 6.494693 6.640923 6.859349 6.509491 6.603816 6.542543 10.860346 10.005652 8.920659 9.450876 10.31239 0 10.258013 8.993333 8.006814 10.532544 9.529677 9.044683 9.725356 15.70344 9.230251 9.493473 10.711553 10.387577 8.269942 3.511276 3.512656 3.52494 3.495872 3.488185 3.507185 3.503021 3.504585 3.59249 3.52855 3.539062 3.503544 6.775965 6.905051 6.837332 6.843551 6.83143 6.731208 6.785069 6.860315 6.859215 6.839827 6.880447 6.806907 6.764589 6.875226 6.781782 6.785873 8.228898 7.865406 7.683061 7.866335 8.136741 7.857068 8.04109 8.196894 7.981026 7.963178 7.691592 8.216231 8.163544 7.883864 7.691503 7.82706 7.910778 7.889278 7.668331 7.888223 3.384127 3.379954 3.372133 3.365069 3.383369 3.376978 3.410612 3.380442 3.378304 3.372559 3.384137 3.371586 3.389874 3.386282
LO16 4.201629 4.14419 4.069228 4.080802 4.238114 3.87227 4.11524 4.059177 4.087051 4.15387 3.991177 4.022165 4.292985 3.967539 4.082965 4.163591 4.234591 3.978421 4.295818 3.564771 3.597718 3.660153 3.695548 3.75294 3.828349 3.647976 3.471556 3.486961 3.557354 3.642983 3.642654 3.565429 3.57665 3.591902 3.618877 3.694067 3.753559 3.802714 3.561514 3.565412 3.774196 3.485841 3.591427 3.698413 3.693403 3.618364 3.790313 3.671691 3.699626 3.582292 3.538903 3.513607 3.493432 3.728869 3.731875 3.524146 3.701132 3.332283 3.34996 3.330356 3.435971 3.249044 3.251089 3.348085 3.332362 3.330882 3.428295 3.33021 3.344937 3.340435 3.34048 3.249637 3.458976 3.342302 3.343677 6.858329 6.833167 6.989252 6.774684 6.739907 7.160209 6.854778 7.192754 7.155003 6.719413 6.808673 6.825001 7.082365 6.846213 6.774405 6.786506 7.061113 6.815019 6.768493 6.869361 11.749986 10.95861 9.298781 10.264489 12.441814 9.23607 0 8.94914 8.322382 10.841375 9.701913 9.202021 10.179394 11.898936 10.388663 9.910017 12.469869 11.974401 8.599233 3.320907 3.334732 3.345043 3.374027 3.281492 3.305553 3.363608 3.31642 3.389756 3.354701 3.330708 3.288108 7.072742 7.356814 7.160297 6.970048 7.060403 7.12568 7.143078 7.030452 7.122508 7.053058 7.071242 6.94766 6.847653 7.113975 7.041936 6.946357 8.588394 8.124875 7.861845 7.866417 8.38693 8.029178 8.261705 8.532959 8.423533 8.206399 8.108634 8.711545 8.361197 8.07764 7.697927 7.879757 7.891607 7.745659 7.766123 7.955425 3.165406 3.156853 3.182556 3.170196 3.159276 3.163813 3.169504 3.161122 3.162331 3.165234 3.160154 3.163793 3.170323 3.163598
LO17 4.545605 4.410258 4.394879 4.376493 4.536368 4.183127 4.338461 4.314477 4.445349 4.418605 4.240727 4.336989 4.521535 4.335192 4.438507 4.464441 4.465472 4.213988 4.525957 3.838012 3.911357 3.943493 3.965087 3.968753 4.100171 3.922597 3.779798 3.778203 3.864609 3.974128 3.899223 3.852892 3.833471 3.886318 3.913279 3.942333 3.992712 4.066154 3.874657 3.903953 4.119331 3.852214 3.925719 4.00525 3.986582 3.899771 4.036208 3.994478 3.964388 3.911973 3.853925 3.844873 3.869194 4.043309 3.997637 3.855183 4.046881 3.648914 3.671286 3.649448 3.761335 3.570309 3.574552 3.654962 3.651782 3.654027 3.745288 3.655493 3.662096 3.663864 3.663458 3.575575 3.77876 3.666114 3.666689 6.479488 6.498974 6.652597 6.513406 6.515444 6.909514 6.56612 6.666507 6.906559 6.38571 6.460023 6.630534 6.531339 6.58322 6.611861 6.574782 6.883181 6.583444 6.549811 6.535258 10.550572 10.095114 9.040351 9.769451 10.256534 8.993806 10.019661 0 8.320939 9.933007 9.345478 8.887948 9.57392 10.168978 9.394076 9.264479 11.0467 10.473214 8.558781 3.674697 3.597638 3.62426 3.640877 3.593266 3.63692 3.606521 3.629887 3.732174 3.69787 3.681924 3.634949 6.798938 6.838893 6.770722 6.816147 6.739528 6.735097 6.706259 6.790233 6.796615 6.784277 6.767074 6.782584 6.621743 6.708862 6.708868 6.683508 8.169094 7.90814 7.786793 7.525354 7.915718 7.710415 7.876934 8.057388 7.834409 7.858872 7.658982 7.959659 7.836902 7.64996 7.514847 7.643727 7.658601 7.918343 7.47075 7.888558 3.447903 3.438211 3.44866 3.436929 3.449724 3.43549 3.459272 3.445161 3.451832 3.453352 3.449575 3.437998 3.450205 3.451692
LO18 4.743736 4.673347 4.760346 4.587575 4.948873 4.439017 4.452262 4.594843 4.570042 4.859791 4.602168 4.585819 4.72334 4.631022 4.612175 4.609083 4.651004 4.525673 4.710912 4.178435 4.2184 4.306591 4.243229 4.220948 4.273845 4.235761 4.19474 4.036196 4.161945 4.234884 4.182663 4.150137 4.127187 4.118322 4.124217 4.18305 4.261482 4.309437 4.327474 4.246644 4.304241 4.242918 4.177059 4.302553 4.259733 4.277378 4.199391 4.35852 4.279901 4.314342 4.156505 4.246917 4.245137 4.383707 4.36097 4.237684 4.142593 3.894483 3.901272 3.87779 3.853729 3.97011 3.959582 3.88715 3.873904 3.892814 3.82143 3.89775 3.901089 3.899655 3.88963 3.944356 3.872376 3.891457 3.892696 6.211688 6.053543 6.18169 6.037208 6.08859 6.465147 6.267951 6.169043 6.445849 6.10571 6.143307 6.216658 6.22893 6.262146 6.140911 6.202408 6.423325 6.14522 6.220851 6.167257 13.149142 9.287903 10.904475 11.70151 9.573991 8.167213 9.313646 8.442344 0 9.338066 8.848299 8.552799 8.655992 9.49768 10.647748 8.444078 9.678577 9.506051 7.927954 3.946269 3.913346 3.97886 3.956206 3.907472 3.932077 3.957392 3.953306 4.021366 4.007042 3.96473 3.909735 6.322608 6.472905 6.302562 6.36186 6.311416 6.384246 6.317748 6.387918 6.366825 6.304441 6.363739 6.287525 6.224816 6.290619 6.323106 6.273432 7.281508 7.24419 7.095199 7.107165 7.418105 7.252963 7.243995 7.265691 7.204468 7.290067 7.127409 7.494398 7.397081 7.159001 7.016301 7.216077 7.202318 7.205203 6.98256 7.078478 3.743519 3.741349 3.737414 3.733888 3.744346 3.739373 3.756913 3.738777 3.74584 3.747193 3.740136 3.737353 3.746227 3.748606
LO19 4.37605 4.37984 4.23361 4.246041 4.431017 4.065814 4.193194 4.221137 4.329464 4.357512 4.167594 4.197667 4.414467 4.187846 4.278309 4.375019 4.391687 4.101786 4.475282 3.705269 3.809806 3.826437 3.855182 3.877526 3.996122 3.849273 3.664088 3.658612 3.75096 3.880817 3.825974 3.732368 3.740659 3.771791 3.797724 3.816347 3.891924 3.969133 3.739873 3.695344 3.984863 3.624537 3.724581 3.804534 3.852278 3.746871 3.945915 3.834431 3.798394 3.736447 3.686522 3.664685 3.643622 3.891231 3.855178 3.682195 3.856937 3.483792 3.501611 3.49437 3.604107 3.395943 3.393246 3.490049 3.485008 3.496185 3.607845 3.499437 3.490016 3.501714 3.492909 3.397916 3.61758 3.484688 3.500645 6.428438 6.388775 6.480244 6.381065 6.355248 6.806361 6.464708 6.646161 6.816038 6.326429 6.403918 6.455161 6.386657 6.470492 6.461341 6.493681 6.655363 6.350162 6.440619 6.424424 11.777588 10.786287 9.420275 10.240719 10.883122 9.764183 11.341971 9.241315 8.580704 0 9.943567 9.434159 10.350781 11.534399 10.023611 9.963192 11.493187 11.480955 8.653266 3.451071 3.423272 3.464206 3.447152 3.412709 3.422879 3.438861 3.451509 3.507814 3.478003 3.461386 3.444973 6.640874 7.010231 6.682748 6.645094 6.715164 6.611397 6.700217 6.754636 6.739321 6.818444 6.854556 6.706896 6.703159 6.813088 6.670568 6.767476 8.399036 8.23045 8.071351 7.958245 8.315245 7.885612 8.205534 8.362799 8.306205 8.198452 8.004576 8.444046 8.304212 8.16186 7.899978 8.022124 7.915441 7.998985 7.77674 7.799757 3.280752 3.275283 3.274562 3.270303 3.271578 3.27642 3.290184 3.272837 3.275523 3.277376 3.27429 3.273225 3.279627 3.28127
LO2 4.58804 4.531537 4.617339 4.550772 4.636795 4.316182 4.460324 4.379116 4.593171 4.632724 4.454224 4.431278 4.689098 4.549766 4.620474 4.650496 4.664937 4.380338 4.653693 3.997757 4.123518 4.14264 4.11776 4.071245 4.270412 4.12624 3.932695 3.946153 4.071349 4.151283 4.107216 4.033406 4.003009 4.058734 4.064536 4.089804 4.163041 4.252012 4.049461 4.048655 4.324938 3.966844 4.079317 4.120228 4.184739 4.105547 4.287577 4.191126 4.158999 4.077846 4.043613 4.011534 3.949108 4.261678 4.18361 4.01315 4.208737 3.776888 3.793704 3.779985 3.899017 3.683095 3.687543 3.798603 3.777687 3.781369 3.908263 3.784878 3.799495 3.797478 3.801258 3.698776 3.924805 3.798865 3.79873 6.148212 6.037308 6.079733 6.047184 6.025809 6.344871 6.142547 6.276952 6.526712 6.0259 6.1315 6.094453 6.054845 6.155916 6.094919 6.160142 6.301749 6.13661 6.198187 6.172349 11.447568 10.754295 8.777938 9.674169 10.583356 9.040455 10.347564 8.821533 8.286129 10.125571 0 8.800353 9.52335 9.871688 9.565955 9.775036 11.296996 10.756153 8.369037 3.820683 3.856989 3.819749 3.818793 3.802097 3.818137 3.834566 3.841879 3.906482 3.850063 3.836072 3.812866 6.235358 6.432438 6.280468 6.195755 6.169604 6.229554 6.301336 6.321847 6.269896 6.213554 6.265319 6.210476 6.126669 6.200044 6.220058 6.189716 7.960123 7.833925 7.463325 7.524502 7.85845 7.432179 7.596677 8.087619 7.924772 7.725232 7.740323 8.132661 7.760686 7.636911 7.383618 7.608237 7.561442 7.664683 7.210475 7.423921 3.666562 3.669582 3.669816 3.664461 3.672006 3.66777 3.684053 3.671415 3.667068 3.673776 3.677899 3.668503 3.67587 3.676714
LO20 4.436287 4.395577 4.355855 4.324893 4.543318 4.074983 4.286581 4.234185 4.450928 4.42438 4.267221 4.313263 4.471052 4.219599 4.402222 4.428973 4.482703 4.188629 4.531779 3.751774 3.872053 3.908541 3.918621 3.944402 4.078384 3.888078 3.723258 3.703148 3.810682 3.900638 3.875407 3.801113 3.76629 3.85259 3.827506 3.884247 3.951446 4.036963 3.801439 3.7571 4.065418 3.70694 3.777227 3.88491 3.904342 3.790543 3.979285 3.924717 3.849487 3.773036 3.764263 3.743267 3.724328 3.96246 3.91158 3.731849 3.930319 3.518449 3.532151 3.535955 3.635575 3.437107 3.426148 3.531608 3.524086 3.52756 3.646432 3.526668 3.554906 3.530744 3.553393 3.435583 3.663182 3.533371 3.559594 6.533974 6.53745 6.527629 6.568876 6.438629 6.756723 6.509377 6.619048 6.884695 6.495085 6.561128 6.556151 6.455537 6.577287 6.523936 6.636556 6.750377 6.577404 6.581002 6.478769 13.97856 10.177251 9.321904 9.954411 9.813519 9.253711 10.296263 9.11489 8.508658 10.204431 9.535156 0 10.080275 10.201303 9.315834 9.480597 10.956635 11.056644 8.723575 3.527984 3.501126 3.50508 3.511982 3.455304 3.48522 3.512062 3.480481 3.56285 3.532216 3.526318 3.465696 6.746948 6.77675 6.711953 6.740233 6.684544 6.775325 6.727038 6.664815 6.709272 6.637992 6.73446 6.777493 6.610322 6.631903 6.699481 6.598312 8.155775 8.058886 8.116721 7.762932 8.122522 7.8611 7.93246 8.087336 8.142893 8.164646 7.978791 8.385223 8.113599 7.915868 7.909978 7.982807 7.883157 7.848248 7.725079 7.892131 3.333761 3.32116 3.327424 3.322714 3.324474 3.328133 3.322602 3.339173 3.336938 3.341473 3.325596 3.324306 3.333798 3.328342
LO21 4.207364 4.162542 4.162781 4.110629 4.344314 3.931967 4.101702 4.086517 4.229685 4.218914 4.109754 4.074394 4.261978 4.070658 4.175759 4.203045 4.312757 4.012613 4.395765 3.643762 3.707707 3.710435 3.796514 3.789335 3.93649 3.760999 3.556292 3.602752 3.660493 3.717789 3.702361 3.655644 3.627423 3.670711 3.70116 3.735733 3.758312 3.847097 3.637671 3.607359 3.864527 3.530256 3.631712 3.695801 3.737163 3.635208 3.836242 3.741319 3.684341 3.607598 3.603305 3.561258 3.558878 3.790877 3.771905 3.568073 3.784485 3.388648 3.41344 3.403685 3.519804 3.293568 3.284941 3.408618 3.386664 3.412833 3.51917 3.449727 3.418377 3.400493 3.42311 3.291937 3.539289 3.396357 3.415725 6.718992 6.759964 6.873472 6.86872 6.776084 7.061306 6.751667 7.02903 7.210813 6.702347 6.793723 6.82011 6.781136 6.727494 6.776955 6.770129 7.068776 6.771247 6.782726 6.771161 11.713485 10.399945 9.267313 10.454897 11.121801 9.384363 11.073953 9.155725 8.123583 10.692476 9.694033 9.532821 0 10.554767 9.898943 9.96445 11.809806 11.401224 9.086587 3.388186 3.328383 3.354115 3.342586 3.34251 3.360292 3.340042 3.376867 3.426327 3.395096 3.392922 3.348727 6.954943 7.07637 7.143049 7.018932 6.97275 6.960843 6.998683 7.038601 6.999416 7.019669 6.969499 6.944342 6.882354 6.990512 7.060446 6.882614 8.376369 8.11793 8.130582 7.850198 8.204829 8.000727 8.318925 8.465935 8.287925 8.191426 7.950213 8.572324 8.143953 7.946764 7.991045 8.001716 8.061534 7.981669 7.668575 7.972074 3.206017 3.197763 3.199469 3.191132 3.199004 3.195126 3.201019 3.202446 3.203094 3.204402 3.203206 3.195973 3.206419 3.205624
LO22 4.243552 4.232833 4.116967 4.102076 4.356544 3.950408 4.183615 4.058813 4.18024 4.237732 4.032991 4.085576 4.35433 4.024571 4.21718 4.233943 4.323118 3.991997 4.40625 3.633801 3.68637 3.718278 3.767426 3.75472 3.943732 3.70971 3.53379 3.577507 3.659905 3.714686 3.717277 3.652233 3.626009 3.696347 3.704773 3.724418 3.770011 3.845079 3.632718 3.631954 3.895885 3.569202 3.652352 3.745067 3.739722 3.671665 3.869478 3.738278 3.713577 3.625132 3.588304 3.592535 3.554169 3.807511 3.75462 3.57898 3.783635 3.403314 3.416824 3.411829 3.539924 3.296894 3.304636 3.407006 3.411675 3.401644 3.526249 3.404606 3.420371 3.414084 3.415242 3.30645 3.553627 3.412251 3.419696 6.70065 6.531591 6.70474 6.568451 6.50656 6.951917 6.739792 6.884458 7.184224 6.49631 6.565896 6.607787 6.701229 6.691241 6.593009 6.760046 6.975403 6.602062 6.654694 6.651808 12.281793 10.586219 9.237018 10.259579 10.85498 13.37368 11.999912 9.193407 8.445548 11.114909 9.365483 9.276967 9.975162 0 10.674288 9.885801 11.424563 11.889473 8.402343 3.355706 3.411505 3.386584 3.428949 3.339261 3.356334 3.443107 3.373206 3.416626 3.382941 3.396804 3.34022 6.922296 7.055882 7.069563 6.944352 6.889297 6.948646 6.949191 7.038577 7.022251 6.923637 6.960717 6.969491 6.784233 6.96659 6.958518 6.833768 8.32209 7.991847 7.858732 7.743261 8.19465 7.934314 8.049921 8.644765 8.106276 8.213861 7.807146 8.519047 8.157288 7.7333 7.687255 7.752168 7.822639 7.798234 7.696303 7.679812 3.228387 3.220911 3.23237 3.224058 3.224499 3.221819 3.237695 3.22602 3.237463 3.229947 3.227386 3.2206 3.231853 3.231927
LO3 4.615857 4.650682 4.880923 4.666672 5.00491 4.427361 4.539703 4.671936 4.659285 4.769834 4.716638 4.552237 4.762303 4.665333 4.627907 4.556713 4.656844 4.564024 4.6624 4.192892 4.195041 4.393623 4.28 4.214584 4.363593 4.292494 4.304385 4.0626 4.148878 4.278599 4.248022 4.22225 4.188946 4.144863 4.157096 4.304912 4.328983 4.393463 4.412119 4.330619 4.36511 4.292878 4.36054 4.515097 4.426929 4.366653 4.286122 4.460755 4.39642 4.333047 4.296875 4.312775 4.319974 4.508724 4.381895 4.306929 4.253574 3.961062 3.95946 3.97436 3.894198 4.013564 4.032221 3.948582 3.966547 3.950359 3.894593 3.959885 3.955645 3.968744 3.95482 4.033231 3.894074 3.941312 3.943348 5.685032 5.687589 5.724975 5.639809 5.644105 5.913582 5.610648 5.968627 6.084403 5.526394 5.66295 5.68876 5.653174 5.7759 5.715865 5.762175 5.942929 5.650558 5.752542 5.640005 11.260176 9.522542 28.664932 10.659266 10.435942 7.819821 9.452714 7.887161 8.522892 8.913694 8.188883 7.944491 8.496153 9.497556 0 8.726755 10.535603 9.986815 7.215522 4.189904 4.149302 4.19619 4.206295 4.119882 4.144001 4.162792 4.209697 4.260358 4.241017 4.16968 4.177029 5.949612 6.048873 5.886528 5.825276 5.869719 5.859635 5.854176 5.807867 5.945224 5.824171 5.8741 5.788445 5.773858 5.812904 5.926658 5.789162 7.238 6.932625 6.76192 6.570628 7.09366 6.86368 7.08221 7.511983 7.053973 7.096733 6.760442 7.397774 7.005095 6.931968 6.782913 6.744381 6.688069 6.813963 6.548102 6.697415 3.992656 3.985346 4.007165 3.981168 3.979856 3.974735 3.983526 3.983863 3.998872 3.990122 3.988273 3.975496 4.00441 3.984913
